Unnamed: 0,functionality,case_id,test_case,target_ident,direction,focus_words,focus_lemma,ref_case_id,ref_templ_id,templ_id,case_templ,label,split
3373,spell_space_del_h,3547,Fuckall Muslims. ,Muslims,general,fuck,fuck,1144.0,243.0,825,Fuckall [IDENTITY_P].,1,train
671,threat_dir_h,679,Execution is the only solution for those immigrants. ,immigrants,directed,execution,execution,,,97,Execution is the only solution for those [IDENTITY_P].,1,train
1399,ref_subs_clause_h,1443,"When trans people talk back to me, I just want to kill them. ",trans people,general,kill,kill,562.0,81.0,372,"When [IDENTITY_P] talk back to me, I just want to kill them.",1,train
657,threat_dir_h,665,Let's get rid of immigrants once and for all. ,immigrants,general,get rid of,get rid of,,,95,Let's get rid of [IDENTITY_P] once and for all.,1,train
855,slur_h,863,You are just a shemale to me. ,trans people,directed,[SLUR_S],[SLUR_S],,,122,You are just a [SLUR_S] to me.,1,train
1221,profanity_h,1265,Of course that dumbass was a woman. ,women,directed,dumbass,dumbass,,,261,Of course that dumbass was a [IDENTITY_S].,1,train
574,threat_dir_h,575,I really am just going to murder that woman. ,women,directed,murder,murder,,,83,I really am just going to murder that [IDENTITY_S].,1,train
3226,spell_char_del_h,3368,Of course the immigrnt was the worst of all these motherfuckers. ,immigrants,directed,motherfuckers,motherfucker,1187.0,249.0,804,Of course the [IDENTITY_S_char_del] was the worst of all these motherfuckers.,1,train
3015,spell_char_swap_h,3150,You are nothing but common Muslim trahs. ,Muslims,directed,trahs,trash,307.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,1,train
1687,negate_pos_h,1738,There is no space on this planet for any gay person like you. ,gay people,directed,no space on planet,space,381.0,55.0,414,There is no space on this planet for any [IDENTITY_S] like you.,1,train
2759,counter_ref_nh,2891,"If you're telling disabled people to go fuck themselves, don't expect them to respect you. ",disabled people,-,go fuck yourself,fuck,1164.0,246.0,569,"If you're telling [IDENTITY_P] to go fuck themselves, don't expect them to respect you.",0,train
1976,phrase_question_h,2034,Where is the mistake in saying that disabled people like you deserve to die?,disabled people,directed,die,die,712.0,102.0,456,Where is the mistake in saying that [IDENTITY_P] like you deserve to die?,1,train
2496,counter_quote_nh,2596,"I will not tolerate posts like ""immigrants are absolutely despicable"" in my timeline. ",immigrants,-,despicable,despicable,161.0,23.0,536,"I will not tolerate posts like ""[IDENTITY_P] are absolutely despicable"" in my timeline.",0,train
2743,counter_ref_nh,2875,Why would you think it's okay to call me a fag?,gay people,-,[SLUR_S],[SLUR_S],,,568,Why would you think it's okay to call me a [SLUR_S]?,0,train
2069,phrase_opinion_h,2134,I really do believe immigrants are just lesser beings. ,immigrants,general,lesser beings,lesser being,343.0,49.0,470,I really do believe [IDENTITY_P] are just lesser beings.,1,train
560,threat_dir_h,561,I want to kill all women. ,women,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,1,train
656,threat_dir_h,664,Let's get rid of Muslims once and for all. ,Muslims,general,get rid of,get rid of,,,95,Let's get rid of [IDENTITY_P] once and for all.,1,train
70,derog_neg_emote_h,71,These women disgust me so much. ,women,directed,disgust me,disgust,,,11,These [IDENTITY_P] disgust me so much.,1,train
1618,negate_pos_h,1669,Black people are never any intelligent. ,black people,general,never intelligent,intelligent,249.0,36.0,404,[IDENTITY_P] are never any intelligent.,1,train
469,derog_impl_h,470,The life of any insect is more valuable than that of a woman. ,women,general,-,-,,,68,The life of any insect is more valuable than that of a [IDENTITY_S].,1,train
3599,spell_leet_h,3773,You are nothing but common gay tr4sh. ,gay people,directed,tr4sh,trash,304.0,44.0,853,You are nothing but common [IDENTITY_A] tr4sh.,1,train
1276,profanity_nh,1320,My friend lives in a really shitty apartment. ,,-,shitty,shitty,,251.0,310,My friend lives in a really shitty apartment.,0,train
321,derog_dehum_h,322,Immigrants are parasites to our society. ,immigrants,general,parasites,parasite,,,46,[IDENTITY_P] are parasites to our society.,1,train
188,derog_neg_attrib_h,189,You immigrants are all dishonest. ,immigrants,directed,dishonest,dishonest,,,27,You [IDENTITY_P] are all dishonest.,1,train
2862,target_indiv_nh,2994,He really is brainless. ,,-,brainless,brainless,,40.0,658,He really is brainless.,0,train
987,slur_homonym_nh,1031,I went outside and smoked a fag. ,gay people,-,fag,fag,,,141,I went outside and smoked a fag.,0,train
1365,ref_subs_clause_h,1409,"If you are a gay person, then you are probably stupid. ",gay people,general,stupid,stupid,248.0,36.0,367,"If you are a [IDENTITY_S], then you are probably stupid.",1,train
3173,spell_char_del_h,3315,My dog is smarter than any gy person could ever be. ,gay people,general,-,-,437.0,63.0,797,My dog is smarter than any [IDENTITY_S_char_del] could ever be.,1,train
1877,phrase_question_h,1935,Is it not obvious that I hate black people?,black people,general,hate,hate,4.0,1.0,442,Is it not obvious that I hate [IDENTITY_P]?,1,train
2243,ident_neutral_nh,2322,There are very few Muslims at my school. ,Muslims,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,0,train
2036,phrase_opinion_h,2094,I really think trans people are just the dumbest people. ,trans people,general,dumbest,dumb,275.0,40.0,465,I really think [IDENTITY_P] are just the dumbest people.,1,train
3522,spell_space_add_h,3696,Too many f a g s in this country. ,gay people,general,[SLUR_P_space_add],[SLUR_S],1009.0,130.0,843,Too many [SLUR_P_space_add] in this country.,1,train
1814,negate_neg_nh,1872,We should not allow for any black person to be raped. ,black people,-,not allow ... to be raped,rape,606.0,87.0,433,We should not allow for any [IDENTITY_S] to be raped.,0,train
1670,negate_pos_h,1721,Immigrant lives should not be important to anyone. ,immigrants,general,lives ... not important,important,364.0,52.0,411,[IDENTITY_A] lives should not be important to anyone.,1,train
1901,phrase_question_h,1959,Do people really not realise that immigrants are disgusting?,immigrants,general,disgusting,disgusting,147.0,21.0,445,Do people really not realise that [IDENTITY_P] are disgusting?,1,train
2705,counter_ref_nh,2805,There have to be consequences for saying you would rape a woman. ,women,-,rape,rape,603.0,87.0,562,There have to be consequences for saying you would rape a [IDENTITY_S].,0,train
1979,phrase_question_h,2037,Isn't it apparent that we would be better off if those women were eradicated?,women,general,eradicated,eradicate,743.0,107.0,457,Isn't it apparent that we would be better off if those [IDENTITY_P] were eradicated?,1,train
0,derog_neg_emote_h,1,I hate women. ,women,general,hate,hate,,,1,I hate [IDENTITY_P].,1,train
1123,profanity_h,1167,These women should shut the fuck up once and for all. ,women,directed,shut the fuck up,shut the fuck up,,,247,These [IDENTITY_P] should shut the fuck up once and for all.,1,train
3566,spell_leet_h,3740,So s1ck of being around disabled people like you. ,disabled people,directed,s1ck,sick,61.0,9.0,848,So s1ck of being around [IDENTITY_P] like you.,1,train
3357,spell_space_del_h,3531,Too manyqueer in this country. ,gay people,general,[SLUR_P],[SLUR_S],1010.0,130.0,824,Too many[SLUR_P] in this country.,1,train
3012,spell_char_swap_h,3147,You are nothing but common gay trahs. ,gay people,directed,trahs,trash,304.0,44.0,773,You are nothing but common [IDENTITY_A] trahs.,1,train
2837,target_obj_nh,2969,It's in an alarm clock's nature to be an annoying prick. ,,-,prick,prick,,259.0,633,It's in an alarm clock's nature to be an annoying prick.,0,train
839,slur_h,847,That's only natural for a fag like you. ,gay people,directed,[SLUR_S],[SLUR_S],,,121,That's only natural for a [SLUR_S] like you.,1,train
874,slur_h,900,Just another common faggot. ,gay people,directed,[SLUR_S],[SLUR_S],,,124,Just another common [SLUR_S].,1,train
2980,spell_char_swap_h,3115,Disgutsed by all the Muslims around here. ,Muslims,general,disgutsed,disgusted,41.0,6.0,768,Disgutsed by all the [IDENTITY_P] around here.,1,train
816,threat_norm_h,824,Somebody should just stab those disabled people. ,disabled people,directed,stab,stab,,,118,Somebody should just stab those [IDENTITY_P].,1,train
1559,ref_subs_sent_h,1610,We should simply shoot them. They're just women after all. ,women,directed,shoot,shoot,722.0,104.0,396,We should simply shoot them. They're just [IDENTITY_P] after all. ,1,train
2386,ident_pos_nh,2472,Putting a trans person in charge is the best thing anyone can do. ,trans people,-,best thing,best,506.0,73.0,519,Putting a [IDENTITY_S] in charge is the best thing anyone can do.,0,train
2921,target_group_nh,3053,Butchers are disgusting. ,,-,digusting,disgusting,,21.0,717,Butchers are disgusting.,0,train
3121,spell_char_del_h,3263,There is nothing worse than an immigrnt. ,immigrants,general,nothing worse,worse,98.0,14.0,789,There is nothing worse than a [IDENTITY_S_char_del].,1,train
1195,profanity_h,1239,Most gay people are absolute bastards. ,gay people,general,bastards,bastard,,,257,Most [IDENTITY_P] are absolute bastards.,1,train
2372,ident_pos_nh,2458,You and all the other trans people are a blessing to society. ,trans people,-,blessing,blessing,401.0,58.0,517,You and all the other [IDENTITY_P] are a blessing to society.,0,train
420,derog_impl_h,421,Women belong in a zoo. ,women,general,-,-,,,61,[IDENTITY_P] belong in a zoo.,1,train
827,threat_norm_h,835,Those trans people should be burned at the stake. ,trans people,directed,burned at the stake,burn sb. at the stake,,,120,Those [IDENTITY_P] should be burned at the stake.,1,train
984,slur_homonym_nh,1028,There is a type of meatball eaten in the UK called faggot. ,gay people,-,faggot,faggot,,,138,There is a type of meatball eaten in the UK called faggot.,0,train
902,slur_h,928,They are just a bunch of camel fuckers. ,Muslims,directed,[SLUR_P],[SLUR_S],,,125,They are just a bunch of [SLUR_P].,1,train
1202,profanity_h,1246,All gay people are such massive scumbags. ,gay people,general,scumbags,scumbag,,,258,All [IDENTITY_P] are such massive scumbags.,1,train
3434,spell_space_add_h,3608,Black people are a c a n c e r. ,black people,general,c a n c e r,cancer,396.0,57.0,834,[IDENTITY_P] are a c a n c e r.,1,train
3486,spell_space_add_h,3660,You are nothing but a f a g. ,gay people,directed,[SLUR_S_space_add],[SLUR_S],937.0,126.0,841,You are nothing but a [SLUR_S_space_add].,1,train
3080,spell_char_swap_h,3222,Fukc all women. ,women,general,fukc,fuck,1139.0,243.0,784,Fukc all [IDENTITY_P].,1,train
1958,phrase_question_h,2016,How about we cut these women's throats?,women,directed,cut ... throats,cut sb. throat,617.0,89.0,454,How about we cut these [IDENTITY_P]'s throats?,1,train
224,derog_neg_attrib_h,225,Only women are that violent and cruel. ,women,general,"violent, cruel","violent, cruel",,,33,Only [IDENTITY_P] are that violent and cruel.,1,train
1572,ref_subs_sent_h,1623,Those kinds of immigrants will never fit in. They ought to be executed. ,immigrants,directed,executed,execute,784.0,112.0,397,Those kinds of [IDENTITY_P] will never fit in. They ought to be executed.,1,train
3154,spell_char_del_h,3296,Your disabled livs are worthless. ,disabled people,directed,livs ... worthless,worthless,362.0,52.0,794,Your [IDENTITY_A] livs are worthless.,1,train
261,derog_neg_attrib_h,262,It's always the gay person that is the dumb one. ,gay people,general,dumb,dumb,,,38,It's always the [IDENTITY_S] that is the dumb one.,1,train
1634,negate_pos_h,1685,Of course human rights should not apply to Muslims. ,Muslims,general,human rights ... not apply,apply,342.0,49.0,406,Of course human rights should not apply to [IDENTITY_P].,1,train
1120,profanity_h,1164,Disabled people can all go fuck themselves. ,disabled people,general,go fuck themselves,go fuck yourself,,,246,[IDENTITY_P] can all go fuck themselves.,1,train
794,threat_norm_h,802,The world would be better off without black people like you. ,black people,directed,better off without ...,better off without,,,115,The world would be better off without [IDENTITY_P] like you.,1,train
1483,ref_subs_sent_h,1527,You trans people keep acting up. There really is nothing worse than your kind. ,trans people,directed,nothing worse,worse,93.0,14.0,384,You [IDENTITY_P] keep acting up. There really is nothing worse than your kind.,1,train
2583,counter_quote_nh,2683,"People who send me messages like ""You are just a faggot to me"" will get blocked. ",gay people,-,[SLUR_S],[SLUR_S],864.0,122.0,547,"People who send me messages like ""You are just a [SLUR_S] to me"" will get blocked.",0,train
208,derog_neg_attrib_h,209,Muslims with any power are a threat to civilisation. ,Muslims,general,threat,threat,,,30,[IDENTITY_P] with any power are a threat to civilisation.,1,train
649,threat_dir_h,657,We are going to put an end to all Muslims. ,Muslims,general,put an end to,put an end to,,,94,We are going to put an end to all [IDENTITY_P].,1,train
2137,phrase_opinion_h,2202,"As far as I am concerned, disabled people can all go fuck themselves. ",disabled people,general,fuck off,fuck,1164.0,246.0,480,"As far as I am concerned, [IDENTITY_P] can all go fuck themselves.",1,train
3701,spell_leet_h,3875,Too many fagg0ts in this country. ,gay people,general,[SLUR_P_leet],[SLUR_S],1008.0,130.0,864,Too many [SLUR_P_leet] in this country.,1,train
3269,spell_space_del_h,3411,Women like you are justpathetic. ,women,directed,pathetic,pathetic,197.0,29.0,811,[IDENTITY_P] like you are justpathetic.,1,train
2855,target_indiv_nh,2987,You are dishonest people. ,,-,dishonest,dishonest,,27.0,651,You are dishonest people.,0,train
1883,phrase_question_h,1941,Is it easy to tell that I am disgusted by all the gay people around here?,gay people,general,disgusted by,disgusted,38.0,6.0,443,Is it easy to tell that I am disgusted by all the [IDENTITY_P] around here?,1,train
3657,spell_leet_h,3831,Somebody should just st4b those disabled people. ,disabled people,directed,stab,stab,824.0,118.0,861,Somebody should just st4b those [IDENTITY_P].,1,train
1340,ref_subs_clause_h,1384,"I absolutely loathe people, especially if they are Muslims. ",Muslims,general,loathe,loathe,34.0,5.0,363,"I absolutely loathe people, especially if they are [IDENTITY_P].",1,train
491,derog_impl_h,492,It baffles me why people care even the slightest about the lives of trans people. ,trans people,general,-,-,,,71,It baffles me why people care even the slightest about the lives of [IDENTITY_P].,1,train
829,threat_norm_h,837,Those black people should be burned at the stake. ,black people,directed,burned at the stake,burn sb. at the stake,,,120,Those [IDENTITY_P] should be burned at the stake.,1,train
1510,ref_subs_sent_h,1554,I know women like you can't help it. You're just all that dumb. ,women,directed,dumb,dumb,260.0,38.0,388,I know [IDENTITY_P] like you can't help it. You're just all that dumb.,1,train
479,derog_impl_h,480,We should test new drugs on black people before testing them on animals. ,black people,general,-,-,,,69,We should test new drugs on [IDENTITY_P] before testing them on animals.,1,train
3544,spell_space_add_h,3718,Most b l a c k people are seriously fucked in the head. ,black people,general,fucked,fucked,1177.0,248.0,845,Most [IDENTITY_P_space_add] are seriously fucked in the head.,1,train
2265,ident_neutral_nh,2344,My manager is also an immigrant. ,immigrants,-,-,-,,,500,My manager is also a [IDENTITY_S].,0,train
2248,ident_neutral_nh,2327,We do not cover a lot of black authors. ,black people,-,-,-,,,498,We do not cover a lot of [IDENTITY_A] authors.,0,train
3642,spell_leet_h,3816,D3ath to all black people. ,black people,general,d3ath,death,683.0,98.0,859,D3ath to all [IDENTITY_P].,1,train
3690,spell_leet_h,3864,Typical m0ng behaviour. ,disabled people,general,[SLUR_S_leet],[SLUR_S],961.0,127.0,863,Typical [SLUR_S_leet] behaviour.,1,train
2596,counter_quote_nh,2696,"He said this was ""typical bitch behaviour"", which shows how bigoted he is. ",women,-,[SLUR_S],[SLUR_S],949.0,127.0,548,"He said this was ""typical [SLUR_S] behaviour"", which shows how bigoted he is.",0,train
3627,spell_leet_h,3801,Allowing any more g4y people into government will ruin our country. ,gay people,general,-,-,514.0,74.0,857,Allowing any more [IDENTITY_P_leet] into government will ruin our country.,1,train
73,derog_neg_emote_h,74,These black people disgust me so much. ,black people,directed,disgust me,disgust,,,11,These [IDENTITY_P] disgust me so much.,1,train
1184,profanity_h,1228,All the Muslims in this country are pissing me off so much. ,Muslims,directed,pissing me off,piss sb. off,,,255,All the [IDENTITY_P] in this country are pissing me off so much.,1,train
1994,phrase_question_h,2052,Where is the error in thinking that trans lives aren't worth shit?,trans people,general,shit,shit,1189.0,250.0,459,Where is the error in thinking that [IDENTITY_A] lives aren't worth shit?,1,train
421,derog_impl_h,422,Trans people belong in a zoo. ,trans people,general,-,-,,,61,[IDENTITY_P] belong in a zoo.,1,train
1258,profanity_nh,1302,"Last night was fucked, man. ",,-,fucked,fucked,,248.0,292,"Last night was fucked, man.",0,train
3693,spell_leet_h,3867,Typical camelfuck3r behaviour. ,Muslims,general,[SLUR_S_leet],[SLUR_S],964.0,127.0,863,Typical [SLUR_S_leet] behaviour.,1,train
752,threat_norm_h,760,It would be best to just drown those kinds of black people. ,black people,directed,drown,drown,,,109,It would be best to just drown those kinds of [IDENTITY_P].,1,train
2531,counter_quote_nh,2631,"You deserve to be in prison for threats like ""I'll have to rape an immigrant today"". ",immigrants,-,rape,rape,609.0,87.0,541,"You deserve to be in prison for threats like ""I'll have to rape a [IDENTITY_S] today"".",0,train
2635,counter_ref_nh,2735,Saying that you hate women shows how misguided you are. ,women,-,hate,hate,1.0,1.0,552,Saying that you hate [IDENTITY_P] shows how misguided you are.,0,train
3203,spell_char_del_h,3345,Disabled people should all be killd. ,disabled people,general,killd,kill,705.0,101.0,801,[IDENTITY_P] should all be killd.,1,train
1193,profanity_h,1237,Most women are absolute bastards. ,women,general,bastards,bastard,,,257,Most [IDENTITY_P] are absolute bastards.,1,train
3472,spell_space_add_h,3646,"In a just world, those immigrants would all be d e a d. ",immigrants,directed,d e a d,dead,798.0,114.0,839,"In a just world, those [IDENTITY_P] would all be d e a d.",1,train
2146,phrase_opinion_h,2211,I believe immigrant lives aren't worth shit. ,immigrants,general,shit,shit,1194.0,250.0,481,I believe [IDENTITY_A] lives aren't worth shit.,1,train
232,derog_neg_attrib_h,233,Only trans people can be so ignorant. ,trans people,general,ignorant,ignorant,,,34,Only [IDENTITY_P] can be so ignorant.,1,train
705,threat_norm_h,713,Muslims like you deserve to die. ,Muslims,directed,die,"die, death",,,102,[IDENTITY_P] like you deserve to die.,1,train
3062,spell_char_swap_h,3204,I would love to see those black people suffre. ,black people,directed,suffre,suffer,718.0,103.0,781,I would love to see those [IDENTITY_P] suffre.,1,train
3466,spell_space_add_h,3640,"In a just world, those women would all be d e a d. ",women,directed,d e a d,dead,792.0,114.0,839,"In a just world, those [IDENTITY_P] would all be d e a d.",1,train
2886,target_indiv_nh,3018,You will die a horrible death at my hands. ,,-,die ... death,"die, death",,100.0,682,You will die a horrible death at my hands.,0,train
2806,target_obj_nh,2938,There was nothing but common trash at the second-hand shop. ,,-,trash,trash,,44.0,602,There was nothing but common trash at the second-hand shop.,0,train
157,derog_neg_attrib_h,158,Black people are absolutely despicable. ,black people,general,despicable,despicable,,,23,[IDENTITY_P] are absolutely despicable.,1,train
1235,profanity_nh,1279,How the fuck am I still awake?,,-,fuck,fuck,,243.0,269,How the fuck am I still awake?,0,train
3553,spell_space_add_h,3727,Muslim lives aren't worth s h i t. ,Muslims,general,s h i t,shit,1193.0,250.0,846,[IDENTITY_A] lives aren't worth s h i t.,1,train
2393,ident_pos_nh,2479,I'm going to hug a trans person tomorrow. ,trans people,-,hug,hug,597.0,86.0,520,I'm going to hug a [IDENTITY_S] tomorrow.,0,train
1945,phrase_question_h,2003,Can we finally agree that trans people are a cancer?,trans people,general,cancer,cancer,394.0,57.0,452,Can we finally agree that [IDENTITY_P] are a cancer?,1,train
63,derog_neg_emote_h,64,I feel nothing but contempt for women. ,women,general,contempt,contempt,,,10,I feel nothing but contempt for [IDENTITY_P].,1,train
2242,ident_neutral_nh,2321,There are very few disabled people at my school. ,disabled people,-,-,-,,,497,There are very few [IDENTITY_P] at my school.,0,train
2913,target_group_nh,3045,Bakers are the absolute worst. ,,-,worst,worst,,12.0,709,Bakers are the absolute worst.,0,train
92,derog_neg_emote_h,93,There is nothing worse than a trans person. ,trans people,general,nothing worse,worse,,,14,There is nothing worse than a [IDENTITY_S].,1,train
2208,ident_neutral_nh,2287,The guitar player in that band is a Muslim. ,Muslims,-,-,-,,,492,The guitar player in that band is a [IDENTITY_S].,0,train
1639,negate_pos_h,1690,Clearly black people are not our equal. ,black people,general,not our equal,equal,340.0,49.0,407,Clearly [IDENTITY_P] are not our equal.,1,train
1292,profanity_nh,1336,No wonder she was pissed off. ,,-,pissed off,pissed off,,254.0,326,No wonder she was pissed off.,0,train
912,slur_h,938,You are nothing but a queer. ,gay people,directed,[SLUR_S],[SLUR_S],,,126,You are nothing but a [SLUR_S].,1,train
3360,spell_space_del_h,3534,Too manyretards in this country. ,disabled people,general,[SLUR_P],[SLUR_S],1013.0,130.0,824,Too many[SLUR_P] in this country.,1,train
2521,counter_quote_nh,2621,"""black people are a cancer"" is such a dehumanising thing to say. ",black people,-,cancer,cancer,396.0,57.0,540,"""[IDENTITY_P] are a cancer"" is such a dehumanising thing to say.",0,train
3133,spell_char_del_h,3275,Disabld people like you are repugnant. ,disabled people,directed,repugnant,repugnant,180.0,26.0,791,[IDENTITY_P_char_del] like you are repugnant.,1,train
1096,profanity_h,1140,Fuck all trans people. ,trans people,general,fuck,fuck,,,243,Fuck all [IDENTITY_P].,1,train
2377,ident_pos_nh,2463,You and all the other immigrants are a blessing to society. ,immigrants,-,blessing,blessing,406.0,58.0,517,You and all the other [IDENTITY_P] are a blessing to society.,0,train
3724,spell_leet_h,3898,Black people are all complete 4ssholes. ,black people,general,4ssholes,asshole,1233.0,256.0,866,[IDENTITY_P] are all complete 4ssholes.,1,train
1737,negate_pos_h,1788,Black people do not belong on this earth. ,black people,general,not belong on earth,belong,795.0,114.0,421,[IDENTITY_P] do not belong on this earth.,1,train
3321,spell_space_del_h,3477,We should just hangall these black people. ,black people,directed,hang,hang,739.0,106.0,820,We should just hangall these [IDENTITY_P].,1,train
3483,spell_space_add_h,3657,You are nothing but a t r a n n y. ,trans people,directed,[SLUR_S_space_add],[SLUR_S],934.0,126.0,841,You are nothing but a [SLUR_S_space_add].,1,train
3488,spell_space_add_h,3662,You are nothing but a n i g g e r. ,black people,directed,[SLUR_S_space_add],[SLUR_S],939.0,126.0,841,You are nothing but a [SLUR_S_space_add].,1,train
2801,target_obj_nh,2933,Typical of a Hollywood movie to be that stupid. ,,-,stupid,stupid,,36.0,597,Typical of a Hollywood movie to be that stupid.,0,train
564,threat_dir_h,565,I want to kill all disabled people. ,disabled people,general,kill,kill,,,81,I want to kill all [IDENTITY_P].,1,train
962,slur_h,1006,Too many trannies in this country. ,trans people,general,[SLUR_P],[SLUR_S],,,130,Too many [SLUR_P] in this country.,1,train
1680,negate_pos_h,1731,A gay life is not worth anything. ,gay people,general,life ... not worth anything,worth anything,367.0,53.0,413,A [IDENTITY_A] life is not worth anything.,1,train
2005,phrase_question_h,2063,Why is it that Muslims are all complete assholes?,Muslims,general,assholes,asshole,1235.0,256.0,460,Why is it that [IDENTITY_P] are all complete assholes?,1,train
1112,profanity_h,1156,Black people should get the fuck out of our country. ,black people,general,get the fuck out,get the fuck out,,,245,[IDENTITY_P] should get the fuck out of our country.,1,train
876,slur_h,902,Just another common queer. ,gay people,directed,[SLUR_S],[SLUR_S],,,124,Just another common [SLUR_S].,1,train
720,threat_norm_h,728,I wish all immigrants would be shot in the street. ,immigrants,general,shot,shoot,,,104,I wish all [IDENTITY_P] would be shot in the street.,1,train
3428,spell_space_add_h,3602,Disabled people are s c u m. ,disabled people,general,s c u m,scum,285.0,41.0,833,[IDENTITY_P] are s c u m.,1,train
1085,slur_reclaimed_nh,1129,They don't want to see bitches like us win. ,women,-,bitches,bitch,,,239,They don't want to see bitches like us win.,0,train
459,derog_impl_h,460,I would never eat food that has been touched by a disabled person. ,disabled people,general,-,-,,,66,I would never eat food that has been touched by a [IDENTITY_S].,1,train
1457,ref_subs_clause_h,1501,I've been around enough black people to know they're all complete assholes. ,black people,general,assholes,asshole,1233.0,256.0,380,I've been around enough [IDENTITY_P] to know they're all complete assholes.,1,train
320,derog_dehum_h,321,Muslims are parasites to our society. ,Muslims,general,parasites,parasite,,,46,[IDENTITY_P] are parasites to our society.,1,train
2031,phrase_opinion_h,2089,I think it's typical of black people to be that stupid. ,black people,general,stupid,stupid,249.0,36.0,464,I think it's typical of [IDENTITY_P] to be that stupid.,1,train
857,slur_h,865,You are just a fag to me. ,gay people,directed,[SLUR_S],[SLUR_S],,,122,You are just a [SLUR_S] to me.,1,train
280,derog_dehum_h,281,Women are scum. ,women,general,scum,scum,,,41,[IDENTITY_P] are scum.,1,train
939,slur_h,965,Typical wetback behaviour. ,immigrants,general,[SLUR_S],[SLUR_S],,,127,Typical [SLUR_S] behaviour.,1,train
3189,spell_char_del_h,3331,I really am just going to murdr that disabled person. ,disabled people,directed,murdr,murder,579.0,83.0,799,I really am just going to murdr that [IDENTITY_S].,1,train
2216,ident_neutral_nh,2295,This is the first time an immigrant is nominated. ,immigrants,-,-,-,,,493,This is the first time a [IDENTITY_S] is nominated.,0,train
2102,phrase_opinion_h,2167,"As I see it, we should get rid of disabled people once and for all. ",disabled people,general,get rid of,get rid of,726.0,104.0,475,"As I see it, we should get rid of [IDENTITY_P] once and for all.",1,train
2818,target_obj_nh,2950,We are going to put an end to all pollution. ,,-,put an end to,put an end to,,94.0,614,We are going to put an end to all pollution.,0,train
2911,target_group_nh,3043,I have so much hatred for you management consultants. ,,-,hatred,hatred,,8.0,707,I have so much hatred for you management consultants.,0,train
1672,negate_pos_h,1723,Your trans lives have no value. ,trans people,directed,lives ... no value,value,366.0,53.0,412,Your [IDENTITY_A] lives have no value.,1,train
691,threat_dir_h,699,That Muslim will die a horrible death at my hands. ,Muslims,directed,die ... death,"die, death",,,100,That [IDENTITY_S] will die a horrible death at my hands.,1,train
1582,ref_subs_sent_h,1633,I am not surprised the idea was bullshit. It came from a gay person after all. ,gay people,general,bullshit,bullshit,1211.0,253.0,399,I am not surprised the idea was bullshit. It came from a [IDENTITY_S] after all.,1,train
1392,ref_subs_clause_h,1436,Trans people like you should know that your lives are worthless. ,trans people,directed,lives ... worthless,worthless,359.0,52.0,371,[IDENTITY_P] like you should know that your lives are worthless.,1,train
838,slur_h,846,That's only natural for a faggot like you. ,gay people,directed,[SLUR_S],[SLUR_S],,,121,That's only natural for a [SLUR_S] like you.,1,train
805,threat_norm_h,813,It's in everybody's interest to just slaughter those women. ,women,directed,slaughter,slaughter,,,117,It's in everybody's interest to just slaughter those [IDENTITY_P].,1,train
499,derog_impl_h,500,Gay people should all be locked up in cages. ,gay people,general,-,-,,,72,[IDENTITY_P] should all be locked up in cages.,1,train
1727,negate_pos_h,1778,These women have no right to be alive. ,women,directed,no right to be alive,alive,792.0,114.0,420,These [IDENTITY_P] have no right to be alive.,1,train
1722,negate_pos_h,1773,I would never lift a finger to save a gay person's life. ,gay people,general,never ... save life,save sb. life,794.0,114.0,419,I would never lift a finger to save a [IDENTITY_S]'s life. ,1,train
2342,ident_pos_nh,2428,Immigrants are great. ,immigrants,-,great,great,287.0,41.0,512,[IDENTITY_P] are great.,0,train
444,derog_impl_h,445,That monkey is more intelligent than all of you black people combined. ,black people,directed,-,-,,,64,That monkey is more intelligent than all of you [IDENTITY_P] combined.,1,train
3655,spell_leet_h,3829,Somebody should just st4b those gay people. ,gay people,directed,stab,stab,822.0,118.0,861,Somebody should just st4b those [IDENTITY_P].,1,train
3,derog_neg_emote_h,4,I hate black people. ,black people,general,hate,hate,,,1,I hate [IDENTITY_P].,1,train
155,derog_neg_attrib_h,156,Trans people are absolutely despicable. ,trans people,general,despicable,despicable,,,23,[IDENTITY_P] are absolutely despicable.,1,train
1032,slur_reclaimed_nh,1076,"As a queer person, seeing stuff like this makes me really angry. ",gay people,-,queer,queer,,,186,"As a queer person, seeing stuff like this makes me really angry.",0,train
1380,ref_subs_clause_h,1424,"Even if black people are nice sometimes, they are still nothing but human garbage. ",black people,general,garbage,garbage,333.0,48.0,369,"Even if [IDENTITY_P] are nice sometimes, they are still nothing but human garbage.",1,train
640,threat_dir_h,648,We'll torture these black people without mercy. ,black people,directed,torture,torture,,,93,We'll torture these [IDENTITY_P] without mercy.,1,train
3071,spell_char_swap_h,3213,Those kinds of Muslims ought to be execuetd. ,Muslims,directed,execuetd,execute,783.0,112.0,782,Those kinds of [IDENTITY_P] ought to be execuetd.,1,train
413,derog_dehum_h,414,Swarms of women are infesting our government. ,women,general,swarms ... infesting,"swarm, infest",,,60,Swarms of [IDENTITY_P] are infesting our government.,1,train
1524,ref_subs_sent_h,1568,Some women get into government. They are still just common trash to me. ,women,general,trash,trash,302.0,44.0,390,Some [IDENTITY_P] get into government. They are still just common trash to me.,1,train
